,epoch_1_pred,epoch_1_labels
189,"[[-0.5281995   0.12896198 -0.0180944  -0.01782053 -0.14583904]
 [-0.772634    0.26644212 -0.0470997   0.09743591  0.00769268]
 [-0.08521926 -0.78716266  0.451352    0.24161115  0.22917557]
 [-0.89210194  0.20290138  0.09138142  0.02334098  0.12918119]
 [-0.5701181   0.18272267 -0.02862653  0.13233165 -0.03798504]
 [-0.626069    0.02259752  0.15327834  0.12818237 -0.14909914]
 [-1.1710906   0.5678859  -0.14958762  0.06944364  0.12243469]
 [-0.36150616 -0.53114367  0.34445405  0.20257361  0.15230045]]",[2 0 4 4 3 4 4 4]
190,"[[-6.7927092e-01 -1.8491928e-01  2.3933384e-01  1.0069400e-01
   1.3488069e-02]
 [-7.4697301e-02 -6.3196594e-01  3.8217184e-01  1.6255955e-01
   1.4230095e-01]
 [-6.1390579e-01  9.4783887e-02 -1.0209758e-02  3.1097230e-02
   6.6350326e-03]
 [-1.0831847e+00  3.2701334e-01  1.6529649e-04  2.0423323e-01
   3.3682153e-01]
 [-8.3617622e-01  3.0549127e-01 -5.4880749e-02 -3.0542955e-02
  -2.5191881e-02]
 [-1.0853000e+00  5.4220300e-02  2.1082221e-01  8.3426774e-02
   2.1829942e-02]
 [-1.0247185e+00  1.2683357e-01  1.2698504e-01  2.0314446e-01
   2.2163628e-01]
 [-1.2277318e+00  3.5316032e-01  1.0660295e-01  6.5822087e-02
   6.2818952e-02]]",[2 2 2 3 1 2 4 4]
191,"[[-1.032949    0.5565214  -0.12951466  0.04990205  0.06490653]
 [-0.64878976  0.1433861  -0.05052049  0.07977948 -0.08251289]
 [-0.9452456   0.19285691  0.01965335  0.12943012  0.27661005]
 [-0.78733504  0.16899958  0.07993469  0.06331067 -0.11298668]
 [-0.74664307  0.2241234  -0.11355244  0.03781167 -0.0104474 ]
 [-0.54597145 -0.39815098  0.337931    0.13425584  0.2934955 ]
 [-1.0922793   0.45667458  0.01720592 -0.03390433  0.01647597]
 [-0.5298358   0.08169428 -0.07759707  0.00744462  0.04733715]]",[3 1 3 2 3 3 2 4]
192,"[[-0.89954835 -0.01911184  0.13888219  0.1863339   0.13034853]
 [-0.99326885  0.12165342  0.04335384  0.15691626  0.21305187]
 [-0.74621046 -0.1914554   0.29744238  0.16383584  0.17025031]
 [-1.0406985  -0.22684345  0.46543086  0.096288   -0.05963987]
 [-0.40493962 -0.7611943   0.56512994  0.30312133  0.336373  ]
 [-1.0196426   0.44249132 -0.020923    0.10783496  0.02030607]
 [-0.7953532   0.18923694  0.03261353  0.06194125  0.01974153]
 [-1.1127232   0.17946784  0.06404521  0.19717169  0.23747188]]",[3 2 1 2 2 1 2 3]
193,"[[-0.9339702   0.4603525  -0.28578144  0.26360148  0.23193322]
 [-0.9260645   0.47297883 -0.1411668   0.10644779  0.03290999]
 [-0.54807913 -0.48029825  0.3917704   0.26135907  0.22692688]
 [-0.7929226   0.09215318  0.08802093 -0.01866981 -0.00202377]
 [-0.93965673  0.5279608  -0.09882599 -0.12248898 -0.20575948]
 [-0.79047686  0.48931462 -0.19340262  0.00894992 -0.14191633]
 [-0.745015   -0.05790887  0.23143344 -0.01760213 -0.11488549]
 [-0.98485875  0.06908657  0.12355094  0.16553013  0.22879292]]",[1 3 2 1 3 4 0 1]
194,"[[-0.44562498 -0.43644443  0.24192768  0.20788161  0.15945157]
 [-1.0683166   0.20679215  0.04440114  0.1829479   0.0971234 ]
 [-1.3057182   0.8892295  -0.29058364 -0.08447311  0.01288246]
 [-0.58625966 -0.01308392  0.0911523   0.16757178  0.10510638]
 [-0.37935227  0.3325342  -0.16064414  0.02983407 -0.17510855]
 [-0.79196537 -0.01371724  0.25766876  0.17355481  0.11269549]
 [-0.25772578 -0.7022306   0.46956906  0.23908404  0.22716877]
 [-0.92632985 -0.15891719  0.30024987  0.11795088  0.2121807 ]]",[2 1 1 2 2 4 0 4]
195,"[[-0.61858344 -0.30319056  0.31323615 -0.03947422 -0.26916307]
 [-0.70236444  0.18526733 -0.03431829 -0.00380474 -0.0629765 ]
 [-0.812521    0.3633469  -0.1286488  -0.09131471 -0.1275568 ]
 [-1.1857929   0.6670512  -0.24407937  0.03045075  0.05017325]
 [-0.4576814  -0.48616394  0.38988233  0.27652502  0.23060568]
 [-1.2261082   0.37937385  0.01860625  0.10820276  0.33617088]
 [-0.67069626  0.00496384  0.05015709  0.21181649  0.11335404]
 [-0.903856    0.50769234 -0.10031179 -0.02435118 -0.0948354 ]]",[3 3 1 4 2 0 3 1]
196,"[[-1.0484005   0.25109613  0.11547181  0.07354514  0.07214319]
 [-0.26527417 -0.12972519  0.09353506  0.06363783 -0.14400688]
 [-0.38776478 -0.6315527   0.47127542  0.16252185  0.11523715]
 [-0.50845647 -0.00616813  0.10979439 -0.09520444 -0.09644005]
 [-0.544363   -0.18585165  0.33175775  0.1171887   0.09956843]
 [-0.6488558  -0.43738675  0.40666482  0.08193963  0.08673884]
 [-0.8926944   0.6851282  -0.21457139 -0.02622726 -0.04566691]
 [-0.5839072  -0.24523132  0.23022439  0.2332642   0.16047305]]",[2 1 2 3 3 3 4 4]
197,"[[-0.8151272  -0.6123224   0.6634848   0.1252345   0.26135087]
 [-0.81425613 -0.17038462  0.34205055  0.15601984  0.12975506]
 [-1.0769897   0.952704   -0.40770936 -0.09386196 -0.07081634]
 [-1.0774418   0.8696578  -0.37133768 -0.15500563 -0.1238102 ]
 [-0.9513533   0.38978177 -0.04450081 -0.05909424  0.06307204]
 [-1.2117902   0.4142312  -0.01385539  0.06787875  0.12161069]
 [-0.51140857 -0.26963308  0.31388023 -0.04182547 -0.21496019]
 [-0.618101    0.32282922 -0.14717858  0.01774723 -0.10930256]]",[2 0 4 1 0 1 2 1]
198,"[[-0.98039067  1.0404993  -0.49350682 -0.19789766 -0.1775556 ]
 [-0.21252793 -0.7223322   0.45738232  0.24053137  0.19481856]
 [-0.97422504  0.43701252 -0.19155467  0.05638922 -0.04196008]
 [-0.80117023 -0.17783196  0.24057202  0.21515705  0.07041152]
 [-0.9854581   0.3668879  -0.05099265  0.0573277   0.06658961]
 [-0.9850619  -0.05714112  0.2411446   0.19355607  0.22181688]
 [-0.8005606  -0.19854215  0.21577252  0.24075972  0.17663743]
 [-0.7071213   0.3468604  -0.04187217  0.08149979  0.02728252]]",[4 0 4 4 4 2 4 1]
199,"[[-1.1701585e+00  2.8707978e-01  8.4385186e-02  4.5942064e-02
   1.4716217e-01]
 [-1.0541348e+00  2.5265571e-01  6.4459138e-02  2.1537782e-01
   3.2704398e-01]
 [-1.2530235e+00  4.2704806e-01 -5.7499707e-02  8.3504245e-04
   9.8268293e-02]
 [-2.8035477e-01 -2.5381162e-03  1.2857129e-01  8.5261628e-02
   5.2550249e-02]
 [-1.0796875e+00  2.6620105e-01  1.2104207e-01  4.8604812e-02
   7.3620960e-02]
 [-8.6330009e-01  3.4308216e-01 -7.0580810e-02  2.8424364e-02
  -4.5672216e-02]
 [-9.4052809e-01 -1.2786186e-01  2.4694382e-01  4.9301475e-02
   8.8207245e-02]
 [-6.9357640e-01 -4.3901950e-02  1.9779682e-01  1.0659391e-01
   8.6715229e-02]]",[2 2 4 2 1 1 4 2]
200,"[[-0.73726815  0.18314572  0.13663834  0.17273584 -0.00512594]
 [-0.6255378  -0.13227932  0.21067588  0.20697118 -0.00688654]
 [-0.23816243 -0.6179493   0.4901756   0.13831694  0.175165  ]
 [-1.1229863   0.37546828 -0.06539042  0.10052043  0.18605353]
 [-0.48298946 -0.49326724  0.4308922   0.16188599  0.12069419]
 [-0.72914207 -0.04892013  0.09154434  0.0452731   0.2723404 ]
 [-0.37434953  0.08958509 -0.06858604  0.07762457 -0.11621477]
 [-0.8488755   0.60445315 -0.27514714 -0.03005173 -0.08975364]]",[3 3 2 2 0 2 1 1]
201,"[[-1.0900353   0.6749343  -0.23946835 -0.08876016  0.00519076]
 [-0.91849685 -0.07674973  0.2798915  -0.01157713  0.06403241]
 [-0.39862135 -0.6099774   0.46861592  0.27826843  0.15732805]
 [-0.5772099  -0.1205636   0.12183835  0.14672494  0.07048393]
 [-0.26066586 -0.09119247  0.04526789  0.06880242 -0.12844785]
 [-0.669566   -0.21228051  0.27885726  0.22569063  0.20586066]
 [-0.40424266 -0.7011656   0.5914007   0.24345699  0.18223408]
 [-0.3252898  -0.78066105  0.5800325   0.2715848   0.23603658]]",[4 0 3 4 0 4 2 2]
202,"[[-0.31399146 -0.61938184  0.46415377  0.2723575   0.2127846 ]
 [-0.29507145 -0.15787888  0.22394186  0.02811805 -0.06845441]
 [-0.91309613  0.8278971  -0.3831187  -0.19873434 -0.16425982]
 [-0.65899605 -0.01343876  0.16516624  0.06562144 -0.02998414]
 [-0.7872108  -0.24035688  0.3009263   0.09622931  0.39138764]
 [-0.24632399 -0.59243995  0.4201697   0.20517534  0.12984453]
 [-0.8351724   0.08513529  0.14983593  0.17747399  0.29856238]
 [-0.91465837  0.19757554  0.03208872  0.02093643  0.32398692]]",[4 4 3 0 4 4 3 3]
203,"[[-0.5832752   0.07318635 -0.02654382  0.07214978 -0.10097091]
 [-0.7490805  -0.2200494   0.30691493  0.1648248   0.10420934]
 [-0.70321316 -0.5979477   0.6143333   0.24432966  0.22661711]
 [-1.0271609   1.0631516  -0.49654433 -0.13459632 -0.11298269]
 [-0.9899583   0.08937393  0.08915318  0.20802383  0.30573013]
 [-0.54733056  0.09503156 -0.06714378  0.03091969  0.03480877]
 [-0.7312224  -0.04408494  0.14014968  0.0788933   0.1085585 ]
 [-0.57658684 -0.29471332  0.37235644  0.04879274  0.04358349]]",[2 0 2 3 4 3 2 3]
204,"[[-0.53632665  0.0365245   0.05934505  0.20339     0.14681385]
 [-0.3201506  -0.43986338  0.3346476  -0.0948481  -0.2507242 ]
 [-1.0949626   0.09342251  0.21072799 -0.00983507  0.13147731]
 [-1.3836021   0.647637   -0.12899473 -0.06846864  0.10985923]
 [-0.7238922   0.17096294  0.09232753  0.02035873  0.11715985]
 [-0.8787036   0.6379446  -0.27734575 -0.04474083 -0.01404233]
 [-0.7194717  -0.36992252  0.48875037  0.06555671  0.11459824]
 [-0.7623148   0.01217376  0.14169598  0.07499006  0.06105285]]",[2 2 2 2 4 1 0 2]
205,"[[-1.2933661   0.6495276  -0.21484226  0.0127604   0.1055288 ]
 [-0.5343121  -0.06060883  0.034828    0.05756743  0.06159589]
 [-0.9163508   0.25208282  0.01324212  0.05633764  0.04047116]
 [-0.76229584 -0.21193339  0.3574566   0.13477316  0.15726556]
 [-1.1622988   0.99363285 -0.43201506 -0.12041784 -0.03190063]
 [-1.067262    0.30477315 -0.04756252 -0.03215574  0.01909431]
 [-1.1070735   1.0716348  -0.51005125 -0.17161052 -0.12854052]
 [-0.75072306 -0.41000032  0.41179177  0.18863659  0.12991078]]",[3 3 1 1 4 1 1 1]
206,"[[-0.8757444   0.38886815 -0.11536775  0.03998991  0.01054524]
 [-0.76315856  0.00692374  0.15075383  0.1480672   0.23625255]
 [-0.7856945  -0.09236283  0.24561183  0.18118154  0.0966926 ]
 [-0.86854225  0.07962737  0.06689469  0.10823971  0.15889198]
 [-0.8633574   0.23516661 -0.00461794  0.07027848 -0.03739262]
 [-0.6282549   0.1435758  -0.06893323  0.1813829   0.18806668]
 [-1.108246    0.6748463  -0.13977312 -0.00659397  0.10779003]
 [-0.7163552  -0.3923925   0.40322697  0.1744      0.19157737]]",[3 3 2 3 2 1 4 4]
207,"[[-0.96561986  0.3951402  -0.0755254   0.02904375  0.1818285 ]
 [-0.76726425  0.10117865 -0.1049454   0.01491133 -0.080127  ]
 [-1.1067885   0.30873865  0.04205588 -0.0267983  -0.01873546]
 [-1.1360748   0.07438922  0.18415862  0.12539174  0.223203  ]
 [-0.98822093 -0.44069526  0.5352066   0.1677564   0.18334493]
 [-0.97499335  0.8123504  -0.3942605  -0.0500525  -0.06294128]
 [-0.9336133   0.02056201  0.08971935  0.21803206  0.26754415]
 [-0.9213373   1.0382904  -0.5425519  -0.17141621 -0.1545459 ]]",[3 3 1 4 2 1 3 3]
208,"[[-0.48057494 -0.17748266  0.17885214  0.17994379  0.08129487]
 [-1.087309    0.8379194  -0.35913154 -0.0858365  -0.08870285]
 [-0.86234444  0.30988052 -0.01688902  0.05750668 -0.08383778]
 [-0.5218455  -0.24987687  0.33116204  0.10247665 -0.10108315]
 [-0.69015944  0.09503579  0.01894823  0.11310621  0.01190108]
 [-0.56524175 -0.3569743   0.27692074  0.2518968   0.3783153 ]
 [-1.0890638   1.0092311  -0.4896775  -0.04615885  0.07928042]
 [-0.6850473   0.35705885 -0.25452235 -0.04126189 -0.10506049]]",[4 1 1 3 1 4 0 3]
209,"[[-0.9975594   0.01260223  0.27017075  0.01330044  0.0664563 ]
 [-0.71327704  0.0484814   0.09599278  0.09014429  0.03476705]
 [-1.1185185   0.03317189  0.1688188   0.14500204  0.3315075 ]
 [-1.2938628   0.10734226  0.19264422  0.04997421  0.20820658]
 [-1.0903796   1.1100589  -0.5725352  -0.11834513 -0.09914356]
 [-1.0116838   0.5718804  -0.13230675 -0.22690398 -0.05601454]
 [-0.45762247 -0.665687    0.56096625  0.18609923  0.259343  ]
 [-1.2540884   0.44013116 -0.01052735 -0.00599373  0.0554606 ]]",[3 2 3 3 3 2 2 2]
210,"[[-1.15940595e+00 -1.91019364e-02  2.50356674e-01  3.79341543e-02
   5.42336144e-02]
 [-1.31645429e+00  6.02738976e-01 -1.22320727e-01 -1.19195014e-01
  -2.22261883e-02]
 [-5.13278544e-01 -2.93362141e-01  2.83809245e-01  1.52139992e-01
   5.05870171e-02]
 [-5.07847667e-01 -2.36427531e-01  2.76430786e-01  8.25299621e-02
  -5.52461147e-02]
 [-1.08037877e+00  3.92834634e-01 -8.84693302e-03 -7.84801086e-04
   8.45460594e-02]
 [-9.26765740e-01  2.59968698e-01 -6.56145364e-02  3.80626842e-02
   1.73135608e-01]
 [-9.22275066e-01  1.89179126e-02  2.31273234e-01  1.03095993e-01
   1.50819451e-01]
 [-7.99425244e-01  2.34940976e-01  1.02540821e-01 -2.50647180e-02
   4.38090004e-02]]",[4 3 2 3 2 1 1 1]
211,"[[-6.54943824e-01 -1.45881146e-01  1.36574477e-01  1.84370711e-01
  -1.28037902e-02]
 [-7.72385001e-01  1.32418290e-01 -8.44233558e-02  1.36541173e-01
   1.52857289e-01]
 [-4.49454397e-01 -3.95161182e-01  3.70792061e-01  1.00759111e-01
   1.17079854e-01]
 [-6.07364655e-01 -1.16478413e-01  1.21532321e-01  1.45738110e-01
   5.61529882e-02]
 [-1.20672500e+00  8.07219863e-01 -2.25319460e-01 -1.98130086e-02
   5.26273400e-02]
 [-1.32561088e+00  7.41664290e-01 -1.93795696e-01 -1.22288026e-01
  -4.35259938e-02]
 [-4.16363060e-01 -3.87597591e-01  2.35950455e-01  1.74324825e-01
   1.28717214e-01]
 [-1.22027493e+00  5.08956432e-01 -8.88831839e-02  7.67848454e-04
   1.33234710e-01]]",[2 3 4 2 4 4 2 1]
212,"[[-0.9418591   0.22381532 -0.0471612   0.08441757  0.0277437 ]
 [-0.765412    0.45703524 -0.25079313 -0.00132097 -0.04962936]
 [-0.29300988 -0.51204395  0.37624192  0.23567198  0.13929592]
 [-0.8347718   0.04258602  0.08661967  0.06888026  0.04464537]
 [-0.75304013  0.27164757 -0.04224481  0.07539439  0.09924337]
 [-0.6998282  -0.10106205  0.25731352  0.08120446  0.01900805]
 [-0.74666816 -0.17772071  0.17024647  0.21333902  0.2540043 ]
 [-0.54757774 -0.41074505  0.3864926   0.1420401   0.19660798]]",[3 1 4 1 3 2 2 4]
213,"[[-0.8948118   0.05471241  0.1212335  -0.01274728  0.01828409]
 [-1.1407169   0.50361454 -0.23063089  0.14439875  0.37929973]
 [-0.63341635  0.01459439  0.10985342  0.05873876 -0.12671483]
 [-0.61773103 -0.17332967  0.13672532  0.15851785  0.17695218]
 [-0.83062893 -0.19381438  0.25285468  0.04349762 -0.11147118]
 [-0.8787281   0.18306641  0.05879749  0.19731253  0.11267733]
 [-1.0113193  -0.05242686  0.26374856  0.17325379  0.29074445]
 [-1.1411464   1.0924028  -0.54200655 -0.09500646 -0.10787699]]",[1 3 4 4 3 3 4 0]
214,"[[-1.2445729   0.48630562 -0.13972938  0.15790121  0.07120927]
 [-0.87262356  0.37862283 -0.15003014  0.0490726  -0.01173597]
 [-0.5157279  -0.41544345  0.35197085  0.09780167  0.07209624]
 [-0.683256   -0.0293515   0.17200921  0.06657276  0.00934375]
 [-0.80083644 -0.3440126   0.4038998   0.15642127  0.39763433]
 [-1.2871088   0.6579343  -0.24847643  0.07332568  0.19824529]
 [-0.92011845  0.5976378  -0.31747112  0.09255722 -0.00292495]
 [-1.0504711   0.8950469  -0.45112902 -0.08445263 -0.12711725]]",[3 4 0 1 2 4 1 3]
215,"[[-0.9619813   0.21900451  0.03219556  0.07374265  0.05542662]
 [-0.6619964  -0.24709651  0.257399    0.30608445  0.4173253 ]
 [-0.7712373   0.12766622  0.02277489  0.05971041  0.06599683]
 [-0.85991096  0.36251807 -0.22763847  0.15709847  0.08374757]
 [-0.37694165 -0.48505574  0.3845895   0.12950416  0.11754543]
 [-0.5844954   0.10471596 -0.06163115  0.0252088   0.0838418 ]
 [-0.7755371  -0.71269995  0.6251399   0.23481469  0.2481614 ]
 [-0.8480283  -0.40315315  0.5055391   0.23651223  0.28087097]]",[2 3 4 1 4 4 4 3]
216,"[[-0.5237501  -0.5400103   0.43276975  0.30328003  0.3720204 ]
 [-1.3164773   0.5760401  -0.07270751 -0.05092838 -0.00213334]
 [-0.8108334  -0.09193059  0.2143636   0.07434389  0.13265704]
 [-0.7008911   0.3307494  -0.284458   -0.07212689 -0.1233568 ]
 [-0.7419072   0.13524078 -0.04069411  0.08177577 -0.01508764]
 [-0.8346277   0.01539101  0.06822859  0.14770676  0.10287032]
 [-0.8288157   0.0055766   0.07577949  0.14785117  0.07782423]
 [-0.7575299   0.26462203 -0.11807328  0.01257427  0.09280204]]",[4 3 1 1 3 4 2 1]
217,"[[-1.0913036   0.63437635 -0.22355631  0.01786327  0.024822  ]
 [-0.57549703 -0.03879134  0.09858021  0.06068711  0.00126524]
 [-1.0492076   0.00205192  0.18728708  0.05683565  0.11863529]
 [-0.4760769   0.05608742  0.04135927  0.004341   -0.05164569]
 [-0.86969256 -0.46718043  0.46160373  0.21160321  0.1946531 ]
 [-0.8323354  -0.3906386   0.49099186  0.13302813  0.06357597]
 [-1.0802239   0.09755826  0.08078615  0.21974044  0.18101025]
 [-0.7930535  -0.04049373  0.16853157  0.15387791  0.13183104]]",[1 1 4 4 4 1 3 2]
218,"[[-1.0669781  -0.00705635  0.25740698  0.10226424  0.19272527]
 [-0.83321035  0.15387474  0.08527716 -0.06154988  0.15664613]
 [-0.93091244 -0.28267398  0.43179095  0.21914254  0.35597578]
 [-0.85645634  0.36217043 -0.14483929  0.04487413 -0.00351097]
 [-0.93314457  0.18768851  0.05101447 -0.02929971  0.03811295]
 [-0.95217127 -0.04286627  0.19973838  0.14587627  0.12659475]
 [-0.4654039  -0.1623782   0.08326925  0.21993265  0.21928334]
 [-0.7919108  -0.1420908   0.27409706  0.19199209  0.24184278]]",[1 4 2 4 2 3 4 0]
219,"[[-0.87397724  0.30226576 -0.10724321  0.09065425  0.03395718]
 [-1.0986798  -0.29032478  0.40726727  0.06133682  0.06232788]
 [-0.92614925 -0.0549641   0.17847678  0.08806491  0.15158997]
 [-1.1634109   0.00484036  0.15939447  0.1922793   0.42932296]
 [-1.0941917   0.32552367 -0.09944424  0.05878176  0.05731157]
 [-0.62044936  0.0168018   0.06178635  0.02389953 -0.23310265]
 [-0.83104396  0.3681267  -0.12227339  0.06243861  0.17064771]
 [-0.96554244 -0.40804908  0.57247657  0.09644583  0.20511793]]",[1 2 4 3 1 2 2 4]
220,"[[-0.27941892 -0.7111531   0.54084843  0.20740357  0.2381114 ]
 [-0.9720044   0.9798577  -0.5650126  -0.02914276 -0.13991281]
 [-0.5550341  -0.41668925  0.3124051   0.2836358   0.2494265 ]
 [-0.91781926  0.25918075 -0.06324784  0.17464216  0.00704044]
 [-0.9026747  -0.25415188  0.39142573  0.14486293  0.23734419]
 [-0.5129461  -0.5407346   0.48753792  0.2112152   0.3282027 ]
 [-0.18853228 -0.8271902   0.5818928   0.29033625  0.25768465]
 [-0.9460405   0.32821447 -0.1305725   0.13684364 -0.03745675]]",[1 4 4 4 2 2 3 1]
221,"[[-0.559363   -0.10976902  0.13158828  0.08575472  0.0881727 ]
 [-0.76664275 -0.10212466  0.3034794   0.09482092  0.05365392]
 [-1.1143019   0.6167611  -0.2536215   0.02302079  0.05119264]
 [-0.5265165  -0.48503205  0.3912807   0.27157652  0.22764798]
 [-0.16317913 -0.84842205  0.68241066  0.19543336  0.29167974]
 [-0.80395275 -0.36606207  0.40628323  0.2478305   0.28372827]
 [-0.9776237  -0.16781257  0.23992287  0.15097931  0.26513106]
 [-1.0447817   0.4233883  -0.05921928 -0.01804171  0.00818271]]",[4 3 1 4 2 4 3 4]
222,"[[-0.7837792   0.48649588 -0.23683451  0.01156382 -0.16341366]
 [-0.91778237  0.33467522 -0.12058268  0.05435494 -0.11878008]
 [-0.9217256  -0.14199841  0.34147757  0.17988491  0.14302777]
 [-0.8114119  -0.11583804  0.34614578  0.1271469   0.20139635]
 [-0.82364106  0.28272095 -0.12528114  0.11621796  0.07112002]
 [-0.6001989  -0.7138923   0.6722965   0.21602634  0.15815574]
 [-0.5989394   0.17524017 -0.01999002  0.11124062 -0.04219563]
 [-0.966527   -0.05484256  0.15716065  0.24099797  0.3275205 ]]",[2 4 3 4 1 2 1 3]
223,"[[-0.59873086 -0.492151    0.37856233  0.1989414   0.41609365]
 [-0.5482184  -0.00291018  0.04531273  0.08602289  0.0664245 ]
 [-1.0151458   0.5229156  -0.28000227  0.10023898  0.06681278]
 [-0.6514963   0.3176699  -0.25104365  0.15489283 -0.06676277]
 [-0.97773075 -0.27374595  0.35352847  0.15107606  0.24475293]
 [-0.55195856 -0.50656015  0.34340143  0.19694673  0.17863344]
 [-0.81252116  0.06298514  0.02471725  0.2245474   0.16010661]
 [-0.27706075 -0.58700526  0.45771798  0.21080221  0.25313988]]",[4 1 2 0 4 2 1 2]
224,"[[ 0.01896169 -0.48576757  0.24426587  0.16910186  0.11246312]
 [-1.0650485   0.26716268  0.01782925  0.0498226   0.04555193]
 [-0.60634863 -0.30885348  0.19961967  0.2501295   0.2228343 ]
 [-0.814542   -0.36011833  0.2977506   0.15080635  0.30046305]
 [-0.72760445  0.30379093 -0.09104272  0.1388881   0.01452659]
 [-1.1745855  -0.30692828  0.44940466  0.2190965   0.39926064]
 [-1.3458916   0.6120498  -0.25963807  0.17932035  0.3100471 ]
 [-1.1204218   0.36436632 -0.1633643   0.12869151  0.28523305]]",[2 1 4 4 3 2 2 1]
225,"[[-0.75106263  0.02105545  0.01490916  0.16738303  0.00985922]
 [-0.8806632   0.24987015 -0.0818775   0.01394473 -0.13297047]
 [-0.78722155  0.2741674  -0.12421122  0.03529647  0.07064226]
 [-1.003303    0.30479166 -0.07534251  0.07953773  0.06700432]
 [-1.2356704  -0.05122989  0.15155816  0.20297652  0.3539601 ]
 [-0.7271876  -0.06970662  0.17091216  0.11366352  0.02676867]
 [-1.046917   -0.12400962  0.27758253  0.1742728   0.23411368]
 [-0.8672755   0.24743353  0.02423375  0.15795217  0.10200936]]",[3 3 2 1 3 2 4 1]
226,"[[-0.3682704  -0.35959908  0.19174473  0.01984529  0.17936541]
 [-0.7614658   0.11926641 -0.05971373  0.15737393 -0.03708578]
 [-0.5078167  -0.39530125  0.37802652  0.23808824  0.19731624]
 [-0.75899035  0.3786649  -0.29477522  0.09411772  0.02953668]
 [-0.87418914 -0.21413758  0.33655342  0.03765034  0.0228722 ]
 [-1.0580614  -0.11412558  0.16383815  0.19670866  0.24698587]
 [-0.8383235  -0.18594997  0.1541943   0.2107797   0.22961877]
 [-0.5282109  -0.40153164  0.40218744  0.17047586  0.09943524]]",[3 1 2 4 4 3 3 2]
227,"[[-8.56586337e-01  3.28245729e-01 -2.18796447e-01  1.33656070e-01
  -1.14280164e-01]
 [-1.11084116e+00  3.95813465e-01 -7.41137490e-02 -3.77733223e-02
  -4.63316552e-02]
 [-4.59740371e-01 -6.73492312e-01  5.07034004e-01  2.37969980e-01
   3.68445575e-01]
 [-3.93045962e-01 -7.56148100e-01  6.70843303e-01  1.33065924e-01
   1.90658182e-01]
 [-9.39779222e-01  5.08626163e-01 -2.45569006e-01 -4.81838593e-04
  -2.51910426e-02]
 [-1.09855604e+00  6.13002956e-01 -2.93980092e-01  1.70826465e-01
   2.31498018e-01]
 [-1.16491818e+00  1.07832038e+00 -5.88182509e-01  3.39546590e-03
  -6.48682863e-02]
 [-1.08299994e+00  1.89546064e-01  8.04132223e-02  1.36415526e-01
   7.35317096e-02]]",[1 3 0 2 4 4 3 3]
228,"[[-0.63108367 -0.02535423  0.06739409  0.08938408  0.06640591]
 [-0.53212667 -0.290095    0.44596696  0.03346442 -0.00689867]
 [-0.7524052  -0.5856381   0.5983191   0.20081224  0.3347258 ]
 [-1.0305035   0.07798525  0.10048551  0.2256649   0.20214711]
 [-0.6575037  -0.4657589   0.30813444  0.26686716  0.1542383 ]
 [-0.6726154   0.46405986 -0.42218408  0.15822844 -0.02981004]
 [-0.99053943  0.58743995 -0.3107074   0.08713928 -0.01836332]
 [-1.1147557   0.04449486  0.08565929  0.18723543  0.19364816]]",[1 2 2 1 4 1 1 4]
229,"[[-0.5916318  -0.21219824  0.20636436  0.23778519  0.12258174]
 [-0.833171   -0.06920914  0.21700326  0.08516932 -0.00264582]
 [-1.0461062   0.1595829  -0.00946167  0.17458546  0.2599638 ]
 [-0.8698886   0.20150423 -0.02365612  0.14252895  0.09356491]
 [-0.36339337 -0.179118    0.25011328  0.07013574  0.0421409 ]
 [-0.88225    -0.38689914  0.44815996  0.15526783  0.0493159 ]
 [-0.98740387  0.04029061 -0.07495137  0.21272089  0.14628607]
 [-0.959677   -0.05591738  0.1083855   0.26301324  0.25033092]]",[3 1 1 1 2 2 3 4]
230,"[[-1.0343096   0.12897652 -0.00565449  0.18894994  0.19670306]
 [-0.87860256  0.03830208  0.12424188  0.15706223  0.08088419]
 [-1.0408188   0.31971323 -0.03520513  0.21059394  0.17066781]
 [-0.7811424  -0.5763816   0.4842298   0.1802875   0.27829581]
 [-0.99078256  0.40481555 -0.24599373  0.2072542   0.14866884]
 [-0.6438042   0.07342476 -0.00991505  0.15548503 -0.05244654]
 [-0.704296    0.05055685  0.12036633  0.14187573  0.25757685]
 [-1.2458373   0.8998984  -0.4526809  -0.00577142 -0.08736518]]",[4 4 3 3 1 4 4 2]
231,"[[-0.6995982   0.11498857 -0.01484883 -0.00311592 -0.04810046]
 [-1.2742888   0.39541736 -0.0167543   0.11102804  0.18048719]
 [-0.8242522  -0.09505255  0.12397783  0.18563093  0.26742625]
 [-0.73150045 -0.37994736  0.31159732  0.09602119  0.24789377]
 [-1.2318826  -0.09867606  0.22978656  0.30239156  0.43725184]
 [-1.0002388   0.06472921  0.20540085  0.12218145  0.2064074 ]
 [-0.44501925 -0.506115    0.4201209   0.10743187  0.2226692 ]
 [-1.0267329   0.70179504 -0.33621073  0.03337824 -0.07700352]]",[1 1 3 2 3 2 4 3]
