,epoch_1_pred,epoch_1_labels
194,"[[-4.3338776   1.124198   -2.405486   -1.452527   -1.0636591 ]
 [-6.668273   -2.5232413  -2.9257224  -0.09930366 -1.1315702 ]
 [-0.12263241 -1.39589     3.9425535  -0.5207317  -4.934952  ]
 [-3.0610232  -3.4978862  -4.826711    1.7607902   3.2896762 ]
 [-0.86230785 -2.7679725   2.7426221  -3.5516794  -2.7486358 ]
 [-3.7836754  -1.9822942  -2.7847733   1.1566263  -0.7009119 ]
 [-2.706074   -0.83805865 -1.613093   -0.9444269   3.1791606 ]
 [-2.742395   -2.5368767  -2.7001274  -2.7376285   0.1861086 ]]",[1 3 2 3 2 3 4 4]
195,"[[-1.6987810e+00 -1.1930476e+00  6.1249703e-01 -2.0180402e+00
  -1.4413458e+00]
 [-3.7495852e+00  1.4081045e+00 -4.3627439e+00 -2.5761573e+00
  -5.1395673e-01]
 [-1.9476538e+00  3.2721334e+00 -2.5130541e+00 -2.0977142e+00
  -6.7320698e-01]
 [-2.9376900e+00 -9.6357930e-01 -3.9313123e+00 -3.4530711e+00
  -1.0032440e+00]
 [-4.4852161e+00 -2.5665052e+00 -3.9223878e+00  3.9786790e-03
   3.4000573e+00]
 [-2.2150173e+00 -4.2489047e+00 -3.1128573e+00  1.7231840e+00
  -9.5720845e-01]
 [-2.7211301e+00 -2.2338464e+00 -3.2256839e+00  4.8921394e+00
   5.1058698e-02]
 [-2.9161074e+00 -1.6476195e+00 -9.5596975e-03  1.7426525e+00
  -1.5439571e-01]]",[2 1 1 1 4 3 3 4]
196,"[[-1.4810729e+00 -1.8000699e+00  4.5775046e+00 -3.1050212e+00
  -1.0785832e+00]
 [-3.1969004e+00  2.1155550e+00 -2.3132844e+00 -2.6306310e+00
  -2.5575643e+00]
 [-1.2115614e+00  1.6260951e+00 -3.9161162e+00 -3.5878479e+00
  -3.2568524e+00]
 [-3.9181509e+00 -4.2066498e+00 -2.0005468e-01 -1.7532290e+00
  -2.4429801e+00]
 [-3.2570550e+00  2.4845922e+00 -2.6234751e+00 -1.0197940e+00
   8.4473848e-01]
 [-3.0701802e+00 -2.3889623e+00  1.9921287e+00 -3.3143979e-01
  -2.6308498e+00]
 [-3.2038620e+00 -4.0539207e+00 -1.4935484e+00 -6.8143433e-01
  -3.7299397e-03]
 [-3.9706564e+00 -5.3936462e+00 -3.9681110e+00  3.2063994e+00
   9.3115878e-01]]",[2 1 1 2 1 3 3 3]
197,"[[-1.6208546  -3.1420584   0.02369175 -3.9223223  -1.5931396 ]
 [-2.277974   -4.0702777  -2.432206    3.5189857  -0.9350562 ]
 [-2.243049    4.2494864  -1.8439356  -2.1902986  -1.6490655 ]
 [-3.2697854   1.8087484  -4.406254   -1.4876547  -3.65186   ]
 [-1.350374   -3.3239923  -3.0167272   3.1007342  -1.8095194 ]
 [-2.029062    3.7656963  -2.7319157  -3.292312   -2.5111408 ]
 [-3.4513276  -4.1906033  -4.248134    4.203948   -1.6688443 ]
 [-5.4715767   2.3468158  -2.7080386  -3.6734784  -2.3078063 ]]",[2 3 1 1 3 1 3 1]
198,"[[-4.760864    4.0471253  -2.664253   -1.6241105  -2.8117092 ]
 [-3.0609136  -2.5079656  -0.92508805  2.2855594  -1.1342176 ]
 [-4.6108837   5.318726   -5.943543   -3.1649168  -2.0469396 ]
 [-0.01035689 -3.744234    2.7905831  -2.236835   -2.8528883 ]
 [-3.079112   -2.1404035   0.5933366   3.3528194  -1.1012809 ]
 [-1.4168159  -1.5776117  -2.6110125   0.94914585 -1.8809291 ]
 [-3.9442744   3.2327044  -2.0838118  -1.6948     -2.7754562 ]
 [-5.205002    1.1050551  -3.4687839  -1.4811946  -2.949427  ]]",[1 3 1 2 3 3 1 1]
199,"[[-2.5037165   0.10737276 -1.7207648  -2.635628   -3.7565143 ]
 [-1.7861179  -0.37517777  1.7480663  -2.5607073  -2.8174796 ]
 [-3.4612193   1.9226472  -2.4020188  -2.461759   -3.2427316 ]
 [-2.3695822   3.5753264  -4.491387   -1.6719869  -1.9336672 ]
 [-4.4213552  -2.4656947  -1.4125147  -0.52126175 -2.4444938 ]
 [-1.8276558  -2.6137524   0.20713124 -1.9948828  -0.661563  ]
 [-2.3237932  -2.487267    1.8706049  -4.063359   -3.6676395 ]
 [-3.258151   -2.8826587   2.8487017  -1.906418   -4.8125653 ]]",[1 2 1 1 3 0 2 2]
200,"[[-2.0870295e+00 -4.3732767e+00 -3.0744762e+00  1.3745766e+00
   3.1476483e-01]
 [-1.9311864e+00 -2.1307826e+00 -2.3273180e+00 -1.0707660e+00
   1.5041268e-01]
 [-3.1161754e+00 -3.0796545e+00  3.3876116e+00 -2.4272971e+00
  -4.2621512e+00]
 [-3.0069904e+00 -1.5087330e+00 -2.1369050e+00  2.3209896e+00
  -3.3466563e-01]
 [-4.2975173e+00 -3.1266191e+00 -2.9316063e+00  6.4703786e-01
   2.9832067e-03]
 [-6.8459227e-03 -4.0157649e-01 -2.6400437e+00 -2.6159215e+00
  -2.0535026e+00]
 [-3.6155269e+00 -1.6620439e+00 -4.8938146e+00  2.5412264e+00
   1.4209514e+00]
 [-3.7258177e+00 -5.6324106e-01 -1.0134423e+00 -7.1156019e-01
  -1.6944869e+00]]",[3 4 2 3 3 0 4 3]
201,"[[-4.20863    -3.951399   -3.8861349   2.4452884   4.0176306 ]
 [-3.5662434  -3.748203   -3.8867824   0.48701194  2.9775755 ]
 [-5.338733    2.3179004  -4.078907   -1.3820353  -1.8420326 ]
 [-0.51718634 -1.9220604  -3.6979718  -0.776421    1.7803701 ]
 [-2.5694633  -3.442323    3.4850707  -1.5737199  -4.0259185 ]
 [-2.4212232   2.6709514  -3.8900447  -3.8125143  -3.2208095 ]
 [ 0.08137927 -4.06623     2.5594456  -3.5909677  -1.6893201 ]
 [-3.8916032  -0.4047388  -2.5766816  -2.3041973  -0.2745096 ]]",[4 3 1 4 2 1 2 1]
202,"[[-3.5099547   2.1368737  -4.492209   -0.8136086  -1.2585127 ]
 [-1.8240037  -2.2857723   0.4529783  -0.980901   -4.241999  ]
 [-1.7212465   0.56555873 -3.644081   -1.64663    -2.1974695 ]
 [-2.9517498   3.917593   -3.1761472  -3.0443969  -1.8849912 ]
 [-2.3077385  -0.890092   -0.9797611  -0.35088098 -4.835664  ]
 [-3.4661653  -3.1935577  -3.173846    3.5588768  -2.9993443 ]
 [-1.9763389   1.1870979  -4.7057643   3.1638763  -0.36463967]
 [-1.5233701  -3.3280396   2.691214   -0.3872912  -4.2189937 ]]",[1 2 1 1 3 3 3 2]
203,"[[-2.0176048  -2.9967206  -1.046246    0.07986398  2.942135  ]
 [-0.5072907  -2.9819      0.48769298 -2.107207   -2.7749555 ]
 [-2.87596     1.4990095  -1.1275847  -3.304902   -1.9734635 ]
 [-4.491427    4.8764715  -4.6504636  -2.9516544  -0.9776273 ]
 [-2.543862    1.280029   -4.9609647  -1.2286173   0.79652876]
 [-4.201675   -3.1757767  -4.474636    3.6529121  -2.1392906 ]
 [-1.3178909  -2.1716077  -0.80347997  0.07575206 -2.3128004 ]
 [-4.0640664  -2.2253597  -3.8201919   1.5084183   3.2829573 ]]",[4 0 1 1 1 3 3 4]
204,"[[-1.656256    2.3892095  -0.073075   -0.96760607  0.5386405 ]
 [-2.42848    -4.2278     -3.854918    4.6018295  -3.6587644 ]
 [-5.6569815  -0.424591   -3.2222173   2.0875857   3.9011648 ]
 [-2.3133273   0.76514363 -0.0830181  -2.078348   -2.1672435 ]
 [-0.43395996 -2.6593666   1.675481   -1.8631418  -3.3053434 ]
 [-4.527408    1.1835008  -4.087868   -1.0271683   2.5266623 ]
 [ 0.88967645 -1.7213279   3.0292177  -2.390453   -3.6901133 ]
 [-2.4867508  -1.1625181   2.404063   -1.0961205  -1.3004334 ]]",[1 3 4 1 2 4 2 2]
205,"[[-5.390272    3.1023269  -2.1481948  -2.3830976  -2.2946994 ]
 [-1.4634074   0.87410986 -1.7154173  -2.2127137  -3.7752204 ]
 [-3.0701096  -2.0374134  -1.7708943  -0.14471078  1.683147  ]
 [-1.3156264  -2.311767    3.573166   -1.9805824  -4.522963  ]
 [-2.9403772  -2.34875    -0.12748286 -3.9045208  -4.5177307 ]
 [-2.5173225   2.7330983  -1.8686684  -1.9901358  -2.7999537 ]
 [-0.8004159  -1.2862147   3.0280812  -3.2821066  -2.9490602 ]
 [-2.153119    1.5482627  -1.3302006  -1.0676236  -4.10207   ]]",[1 1 4 2 2 1 2 1]
206,"[[-1.3024414  -2.4393268  -0.3839372  -0.8088786  -3.3482568 ]
 [-0.88649255  1.8895545  -1.3807769  -1.909129   -1.4349515 ]
 [-4.567021   -2.5549207  -3.801311    2.497314   -2.3040442 ]
 [-2.6474442  -4.123611   -5.457516    4.6242023  -2.7810676 ]
 [-2.097485    3.5955932  -3.8724167  -0.9863855  -2.916455  ]
 [-1.29984    -1.034539   -1.0953478  -3.3117163  -3.3393152 ]
 [-4.338619    3.5525181  -1.613522   -1.910406   -4.4066825 ]
 [-2.6370852  -2.5716045  -3.4527485  -0.55984855  4.055464  ]]",[2 1 3 3 1 0 1 4]
207,"[[-1.7029438   2.3596635  -2.9175677  -1.9879557  -3.2088897 ]
 [-4.25499    -5.287334   -4.568288    5.5892377  -1.7737817 ]
 [-3.0070693   2.8570676  -3.0803754   0.47235376 -0.42356446]
 [-2.8948514  -4.9795194  -3.3522856   3.4966245   2.3159046 ]
 [-1.8333571  -0.18598218 -1.1388031  -3.3543777  -2.288795  ]
 [-3.5239677  -3.0593796  -3.6185784   2.3644204   0.23521733]
 [-3.0209727  -1.6445612  -5.504722    3.8822532  -2.883915  ]
 [-3.1898067  -5.207021   -3.2642033   3.4891217  -1.6655427 ]]",[1 3 1 4 1 3 3 3]
208,"[[-4.7979097   4.733232   -2.6090276  -0.9646608  -3.3027625 ]
 [-1.7468736  -2.3977065   2.147135   -3.1404276  -1.0977883 ]
 [ 0.57338643 -3.2972872   1.9485487  -4.0921574  -5.0912957 ]
 [-3.8694015  -1.668697   -1.6102027   1.2349986   0.08826718]
 [-3.6141713  -1.6461803  -2.7522764   3.1024232   0.06186799]
 [-0.12170951 -2.0954123  -3.6425881   3.9256635  -2.3817966 ]
 [-0.9570995  -2.869203   -0.29867303 -1.7179408  -1.442669  ]
 [-2.3419132  -2.5989392   2.4902246  -3.7075567  -4.446934  ]]",[1 2 2 4 3 3 0 2]
209,"[[ 2.1126118e+00 -3.9332755e+00  8.6144245e-01 -3.7373168e+00
  -2.9583089e+00]
 [-3.8677468e+00 -2.2602857e-03 -2.7665861e+00  3.2030294e+00
   1.2851557e-01]
 [-3.7798228e+00 -1.0516591e-01 -3.1434741e+00  5.0862956e-01
  -2.0585227e+00]
 [-4.7450981e+00  1.7192666e-01 -3.3114879e+00 -2.5748119e+00
  -4.0328197e+00]
 [-2.9467301e+00 -2.2476153e+00 -2.0696118e+00  3.9726615e-01
  -6.5070635e-01]
 [-2.2998710e+00 -1.4783473e+00  1.8398852e+00 -1.7695293e+00
  -4.1526384e+00]
 [-2.0040507e+00 -8.1092072e-01 -1.3662305e+00  1.5984941e-01
  -1.7172966e+00]
 [ 1.0053080e+00 -3.2392218e+00  1.4073699e+00 -3.9272180e+00
  -3.0151505e+00]]",[2 1 3 1 1 2 3 2]
210,"[[-4.067642   -3.4505959  -3.73932     3.2423468  -2.2944477 ]
 [-4.411344   -3.417928   -4.4691825   4.122511    2.4377127 ]
 [ 1.2252148  -2.9700413   0.56258625 -3.802189   -3.847758  ]
 [-3.5306058  -2.2184632  -3.5439892  -0.46771297  0.43161508]
 [-3.8087718   1.376954   -2.0198908   0.78419375  0.44548473]
 [-3.184356   -1.9355308  -4.2103877   1.1867185   3.430936  ]
 [-1.0806212  -1.1542801   1.3066789  -5.051771   -3.9602737 ]
 [-4.422973   -1.6490421  -2.0193498   0.64243203 -1.4698    ]]",[3 4 2 4 3 4 2 3]
211,"[[ 0.01243094 -2.286945    1.3403918  -0.4404135  -2.0988927 ]
 [ 0.3447474  -1.3872861   2.0932364  -3.5478342  -5.0024943 ]
 [-3.4975672   4.034297   -2.1284828  -1.5026879  -3.492323  ]
 [-2.2523382  -3.5977237  -2.0138695   1.0570003   0.3243017 ]
 [-2.4244955  -0.5458169  -3.9941323   1.0570171   3.001393  ]
 [-1.2056221  -1.6181358   0.836272   -4.169503   -2.0463943 ]
 [-2.786496   -5.2369456  -3.8255568   4.4130673   0.26746646]
 [-4.3115683  -2.632892   -3.1698349   1.4313496  -1.8493913 ]]",[3 2 1 4 4 2 3 3]
212,"[[ 0.5479173  -2.0387764   1.0734125  -2.7484596  -4.1672273 ]
 [-2.3662155  -1.5226712   1.1676636  -0.8377295  -4.3185163 ]
 [-4.4631534   4.155861   -3.6769793  -2.2797244  -1.9704088 ]
 [ 2.171387   -3.043524   -1.1934422  -0.36462203 -1.3430618 ]
 [-0.5408692  -1.0446064   1.1627749  -2.0568821  -5.0341396 ]
 [-3.910593    2.0151916  -3.7163544  -2.5230422  -3.0905163 ]
 [-2.3118205   2.2137249  -4.130453   -1.4630958  -3.4608378 ]
 [-4.3791976  -1.0575734  -3.9424517   2.486518   -0.66649574]]",[2 2 1 0 0 1 1 3]
213,"[[-2.843234   -4.4204884  -1.1477745  -1.9785454  -4.0585394 ]
 [ 0.61057043  0.13121358 -0.93487465  1.7183225  -3.0369036 ]
 [-0.83588326 -3.912434    2.4955328  -0.78728074 -3.055151  ]
 [-2.221284   -1.7961222  -4.6339707  -0.48405358  2.183611  ]
 [-4.318358    5.223343   -2.8981943  -2.7810807  -1.6911767 ]
 [-1.3721129   1.1890813  -1.0709794  -2.7666833  -1.8621403 ]
 [-4.543811   -3.8522394  -4.258473    0.31920752  0.9738101 ]
 [-1.3937157  -1.7569327  -3.2125306   2.13905    -1.3778083 ]]",[2 2 2 4 1 2 4 3]
214,"[[-3.4682047   1.9711542  -5.204835   -1.3979831  -4.0002546 ]
 [-1.6971551   1.8938437  -1.1981453  -1.1356204   0.62049997]
 [-4.1013126  -3.2571201  -1.3052869   2.4430125  -2.2400064 ]
 [-1.3523628  -1.0211831  -4.0278783  -0.89783144  2.4639738 ]
 [ 0.27568558 -4.556568    0.6514635  -1.9670442  -3.0032735 ]
 [-3.7857754  -1.3371837  -2.869959   -2.191303    3.8827157 ]
 [-3.301666   -3.384285    5.2292476  -3.0721648  -4.0839696 ]
 [-0.1157006   0.215221    1.5326633  -2.4955976  -3.8969615 ]]",[1 1 3 4 2 4 2 2]
215,"[[-3.4554763   3.084095   -4.4666114  -1.7760403  -1.7275356 ]
 [-3.2260237  -2.4021807  -1.75073     4.611889   -2.876924  ]
 [-1.8689382  -1.4358622  -5.201807    2.695367   -3.9098437 ]
 [-0.57879645 -1.9218599   3.1328886  -2.9534252  -3.4026775 ]
 [-1.0260335  -2.5920246  -1.2853343   4.6548953  -4.879401  ]
 [-1.5936054  -1.0243653   0.05899423 -2.603134   -3.272699  ]
 [-2.53329    -1.347201   -4.8007965   3.1592627  -0.8261556 ]
 [-0.28685898 -4.219212    0.6349052  -3.2005723  -2.6074278 ]]",[1 3 3 2 3 2 3 2]
216,"[[-2.6377861  -5.186693   -3.1476934   0.41598544  1.363486  ]
 [-2.234005    1.0598055  -3.1811085  -2.060051   -0.4139733 ]
 [-3.9015193   4.407843   -4.5274096  -3.255332   -4.030116  ]
 [-4.2331405  -3.117976   -2.0580022   3.11347     1.6756468 ]
 [-3.8354394  -1.5834204  -2.264568    3.1733842  -2.1313212 ]
 [-3.9914284   5.3608866  -2.4829204  -2.0991554  -2.5234268 ]
 [-2.3136644   1.841315   -3.8035967  -0.6960463  -0.03813263]
 [ 1.1503279   2.527466   -1.191083   -5.0341005  -2.700934  ]]",[3 1 1 3 3 1 1 1]
217,"[[-1.7118309  -2.861759   -2.9906058  -0.1830477   2.3144622 ]
 [-2.604124    3.183445   -3.7299635  -3.6250236  -2.062209  ]
 [-2.423985   -2.2589765   1.2077135  -0.577354   -3.5210838 ]
 [-1.209779   -2.3214383  -1.1026732  -0.95195824 -5.1397214 ]
 [-3.452185    3.700555   -5.6454225  -1.7645669  -2.251079  ]
 [-3.640273   -0.2574136  -3.9395306  -1.3917651   2.5965734 ]
 [-5.4350815  -1.2896218  -2.7024467   1.2272997   0.893194  ]
 [-2.5335338   2.8987665  -3.148008   -1.6565647  -4.0787954 ]]",[4 1 2 2 1 4 3 1]
218,"[[-2.9039197  -2.6251354  -2.9419546   0.41269735 -1.2468569 ]
 [-3.2898686  -2.9177947  -1.0678517   0.414808   -0.6856967 ]
 [-5.932863   -1.4656284  -5.4554625   1.3083785   0.24693304]
 [-0.4326653   3.0385587  -1.6558537  -0.279579   -1.8763037 ]
 [-3.149697   -0.44333157 -4.6015806   3.3543046   1.5824102 ]
 [ 0.30251294 -4.5489964   5.409003   -4.706072   -4.381219  ]
 [-3.828663    2.9863222  -3.2300858  -2.772759   -3.346903  ]
 [-2.9842737   4.1413035  -1.6018119  -2.2146394  -2.2049346 ]]",[4 3 3 1 4 2 1 1]
219,"[[ 0.16477555 -3.20813     1.2622292  -0.46621522  0.23027882]
 [-3.8574324   3.5133202  -3.3167055  -2.2849097  -3.8347948 ]
 [-3.4913979   3.9924684  -2.6638706  -1.3618782  -2.0865867 ]
 [-4.568508   -3.5142877  -1.5497237   1.4642274  -2.911145  ]
 [-2.2400713  -2.6544087   0.995958   -0.9664316  -3.784822  ]
 [-1.2227944  -1.4740788   2.8266017  -3.0284426  -2.9713533 ]
 [-5.7278543  -1.782762   -3.8094919   3.3447344  -0.6569803 ]
 [-3.0253856  -2.7221296  -2.6058924  -0.6003054   3.5798523 ]]",[0 1 1 3 2 2 3 4]
220,"[[-6.033875   -3.0665045  -0.48175627  3.1239603  -2.2098768 ]
 [-1.9707313  -0.48018342 -0.9774465  -2.0800533  -0.97458833]
 [-3.1085613  -1.722043   -3.6332352   3.1615164  -1.4240372 ]
 [-2.7677763  -2.0399442  -2.885759    1.7266004  -0.30928275]
 [-4.56251    -1.8231859  -4.691621    2.6441174   2.4276676 ]
 [-2.3127234  -3.2582457  -5.2611494   4.3088737  -2.4847648 ]
 [-3.2945182  -4.332205   -3.855429    2.8618646  -2.7365215 ]
 [-2.5070786   4.499012   -2.5523438  -2.2414968  -4.410138  ]]",[3 2 3 3 4 3 3 1]
221,"[[-1.9107714  -3.3708293   3.3052914  -1.639646   -1.7254767 ]
 [ 0.02678853 -1.7081629   1.8860267  -3.6786811  -4.1240125 ]
 [-2.9960947   2.120234    0.4964725   1.3909936  -3.0683026 ]
 [-1.1730994   3.393571   -2.0791278  -2.8553874  -2.9141347 ]
 [-3.1397967  -1.4407061  -3.2166924  -1.9603446   2.9325633 ]
 [-4.978638   -5.304919   -1.0671204   0.2672031   0.39064473]
 [ 0.24126594 -4.672733   -2.4396353  -0.8779946  -2.2519841 ]
 [ 0.01903716 -2.177357   -1.3494259  -4.18735    -2.930016  ]]",[2 2 1 1 4 3 0 0]
222,"[[-2.4333253  -0.39619833 -0.8771059  -3.6298041   1.842143  ]
 [-3.361286    0.36323065 -3.3948119   0.14091383 -2.1521962 ]
 [-3.0204349   3.2243588  -2.7889767  -3.514516   -3.6412585 ]
 [-2.356459    3.6525261  -3.881388   -5.269233   -3.9240465 ]
 [-5.9376097  -3.1821823  -3.2136292   4.244433   -0.3777719 ]
 [ 1.1647675  -3.1528506  -0.6553641  -0.7392659  -1.7797921 ]
 [-0.8857054  -3.098479    2.983329   -3.2715702  -3.5732017 ]
 [-4.4425015  -3.0006156  -1.8650428   0.68644804  1.7732551 ]]",[4 1 1 1 3 0 2 3]
223,"[[-2.9945521  -0.8180512  -1.1880205   0.5411859   2.9216952 ]
 [-1.7139744  -4.1028466  -2.804625    3.5646095  -1.8387754 ]
 [-3.7402487   1.6686106  -3.404985   -1.6215938  -2.1715329 ]
 [-2.1014662  -1.3147074  -1.769029    0.74124986  2.1558468 ]
 [-3.9096136   2.2397788  -5.1214814  -3.7873664  -1.4009651 ]
 [-4.381086    3.7285738  -2.8622224  -0.4286946  -1.3814284 ]
 [-2.693026   -2.9702604  -1.3999256   2.0077882   3.6046493 ]
 [-1.7808942  -1.8379838   3.5397074  -1.5611343  -4.12289   ]]",[4 3 1 4 1 1 4 2]
224,"[[-6.043533    0.5838937  -1.8672278  -1.1252432   0.90692276]
 [-2.6946998  -3.1043127  -3.991902    0.8645507  -2.3111615 ]
 [-0.53947264 -4.06607     1.4769204  -2.6604838  -3.15798   ]
 [-3.1073627   2.7479546  -2.5276654  -1.7047412  -2.8350294 ]
 [-2.442753    4.2882414  -2.7245893  -4.9183807  -2.4988408 ]
 [-0.30796322 -2.7376058   2.8001347  -3.1779222  -2.4635627 ]
 [ 0.58530354 -4.432709    4.569367   -3.9925456  -4.06304   ]
 [-2.7054596  -0.65500396  1.9218377  -2.9379296  -3.6122556 ]]",[4 3 0 1 1 2 2 0]
225,"[[-2.730341   -1.2776002  -2.5852058   2.3865676  -1.4234492 ]
 [-4.455611   -1.7204739  -3.170314    4.3413644  -0.8669501 ]
 [-0.13164958 -2.0261023   3.3662257  -5.4985847  -4.2790475 ]
 [-0.56669784 -0.11861519  1.253467   -4.3391805  -5.190887  ]
 [-5.076973   -3.235177   -1.7003701   2.0949972  -1.4864247 ]
 [-1.3595471  -0.09921984  1.9949882  -0.9681762   0.01096165]
 [-2.133854   -2.7461534   0.85603255 -2.1467984  -4.0372653 ]
 [-3.45508     1.0612638  -3.4951637  -2.6232097   0.0314472 ]]",[3 3 2 2 3 2 2 1]
226,"[[-1.2662416  -3.3550935   3.1791553  -0.66307425 -6.163704  ]
 [-1.6843754  -1.5145131  -3.8777628   2.3689117  -1.3990754 ]
 [-2.1645877  -2.2993174   3.653087   -2.439554   -2.1970377 ]
 [-3.4473264   5.3984966  -2.1092393  -2.2896185  -4.4403796 ]
 [-4.768097   -3.8440564  -4.2311325   3.0991411  -2.5002077 ]
 [-4.1538386  -3.8691912  -3.0520735   1.2705308  -4.057082  ]
 [-1.0933024   1.1634881  -2.309769   -3.173448   -1.6850164 ]
 [-3.4929986  -0.8654647  -5.0612173  -0.22796273  0.3491524 ]]",[2 3 2 1 3 3 1 4]
227,"[[-0.80568194 -2.150061    1.3351903  -3.2582507  -4.5026608 ]
 [-3.044003   -4.051647   -2.6429293   1.594278   -1.0365566 ]
 [-3.272858    4.78472    -5.059912   -4.0034795  -2.7723057 ]
 [-1.8900118  -3.1479545  -3.095789   -2.154002    3.6840723 ]
 [-2.955735   -2.9976714  -3.6540723   3.8893898  -0.8996909 ]
 [-4.5921826   3.738629   -3.2423353  -3.1100154  -2.8504808 ]
 [-1.9777575  -1.3636324  -3.2125194  -1.1723965   2.7946093 ]
 [-4.791693    5.0032477  -1.9783019  -3.1678267  -1.7356111 ]]",[2 3 1 4 3 1 4 1]
228,"[[-2.9577029   1.6363966  -1.159406   -1.8137798  -1.0403101 ]
 [-2.524873   -2.7925262  -1.958166    0.35763732  1.3131332 ]
 [-0.92286736 -1.2839248  -2.688237   -1.0292883  -2.9702427 ]
 [-2.5677505  -2.250326    1.1035416   0.8294022   2.5731578 ]
 [-3.1542883  -2.1294303  -3.7606354  -0.86162794  1.0223913 ]
 [-1.1545302  -3.3610756   5.124047   -3.3714893  -3.2076674 ]
 [-1.111283   -4.3953      0.36884928 -5.060007   -2.8501074 ]
 [-3.6653554  -2.460574   -4.1807585   3.9018936   0.87482387]]",[1 4 3 4 4 2 2 3]
229,"[[-2.7579396  -0.71150964 -1.5402565   0.320333   -1.106188  ]
 [-3.9325     -1.735316   -2.2854018   3.0854552  -1.3966771 ]
 [-2.3521216  -0.9973417  -2.0934412  -2.0480914   1.8702047 ]
 [-2.0457318  -1.3193731  -2.8986144   3.5530114  -2.2140193 ]
 [-1.9208962  -2.474692    0.8474563  -2.8771524  -2.6049488 ]
 [-2.179916   -1.9816849  -3.893767   -1.1105454   0.5069012 ]
 [-4.3266993   2.9754503  -3.159371   -0.6587207  -1.2850144 ]
 [-4.2477703   5.4489655  -2.9924486  -3.4888968  -2.9547436 ]]",[4 3 4 3 2 4 1 1]
230,"[[-4.0607743  -1.9964141  -3.3209102   1.6826363   5.0491266 ]
 [-0.32791507  0.8755678  -1.2477037  -0.8300953  -0.2322236 ]
 [-2.2573528  -3.0609038  -2.9402518   2.7242537  -0.22136983]
 [-1.7863041   4.246652   -2.8594046  -3.757984   -2.7423468 ]
 [-3.6991134   3.0392256  -1.5905505  -2.6717944  -4.171962  ]
 [ 0.39519128 -2.5421324   3.4519763  -4.493017   -4.9037333 ]
 [-1.2802628   0.15366001  3.133259   -2.2427702  -5.8736825 ]
 [-2.853417    3.1726913  -2.2964084  -0.9140593  -1.6780765 ]]",[4 0 3 1 1 2 2 1]
231,"[[-5.432975    4.2811246  -3.243278   -2.165111   -1.4044417 ]
 [-2.3626657  -3.0210075  -1.9594635   0.39864358  1.7039047 ]
 [-3.9925106  -3.3701994   0.09394892  2.5075793  -2.0491335 ]
 [-2.519183   -1.975015   -1.8243016  -0.0728306   3.0360386 ]
 [-2.5730577   1.919957   -2.371168   -4.5547924  -5.1012764 ]
 [-0.9189796  -2.4154422   2.731389   -3.4321723  -2.1434336 ]
 [-2.1112242  -1.2358896  -1.9247462   0.30545917 -4.177666  ]
 [-1.9927931  -2.9312632  -0.9451851   2.0975015  -1.0604336 ]]",[1 4 4 4 1 2 3 3]
232,"[[-3.3463132   1.2573042  -2.1786683  -3.2567022  -2.154569  ]
 [-5.7842236  -3.0969856  -3.901665    2.9044929  -0.6495495 ]
 [-3.0428505  -2.4035423  -2.854477    1.2737023   3.4055386 ]
 [-2.9604266  -3.726285   -1.3981034   0.19275005 -0.5564972 ]
 [-2.9173093   3.8553412  -2.2455316  -1.6840544  -2.7904062 ]
 [-1.4237655   0.30804744 -2.7098534  -1.7336382  -2.6130793 ]
 [-4.171395   -3.6015317  -2.7654939  -0.05783475 -1.0283453 ]
 [-1.1705924  -4.3372135   3.3543398  -1.9456078  -2.47751   ]]",[1 3 4 3 1 0 3 2]
233,"[[-1.8971361   1.3170552  -3.525803   -2.4252918  -0.34075135]
 [-2.2674189   0.4124583  -2.4478967  -0.8384124  -0.44983143]
 [-3.2073448  -2.607595   -6.79647     3.4178455  -1.1436188 ]
 [-2.9320998  -0.86111593 -3.9165337  -1.5120058   4.2862706 ]
 [-4.5674872   4.183389   -2.863029   -4.261916   -2.9126022 ]
 [-1.1739265  -3.8124905   0.01008593 -0.85679996 -1.9706495 ]
 [-4.251641   -1.1067227  -1.9253043  -0.24987523  0.12988026]
 [-5.613197    6.4095902  -3.429752   -3.398218   -2.2947035 ]]",[1 3 3 4 1 2 4 1]
234,"[[-2.3574734   1.8662534  -4.307376   -1.4858042  -1.8647557 ]
 [-2.1135795  -1.8820118  -3.470957    0.4984437  -2.8434396 ]
 [-3.741875   -1.9512726  -4.3833447   2.3830614  -2.541423  ]
 [-0.22011699 -0.8274578   0.44166696 -2.8864038  -4.233508  ]
 [-1.2351949  -3.4221058  -2.0134559  -1.5661657   0.71851224]
 [-2.99978    -2.6350482  -0.9500643  -2.5181994  -3.2622135 ]
 [-0.25889504 -2.7086768   5.9017057  -4.2669754  -3.4425297 ]
 [-2.0488927  -4.0738177   2.046028   -2.5889394  -4.8105555 ]]",[1 3 3 2 4 0 2 2]
